Symbol,Name,Sector,industry,exchangemarket
NTZ,"Natuzzi, S.p.A.",Consumer Durables,Home Furnishings,NYSE
NLS,"Nautilus Group, Inc. (The)",Consumer Non-Durables,Recreational Products/Toys,NYSE
NCI,"Navigant Consulting, Inc.",Consumer Services,Professional Services,NYSE
NVGS,Navigator Holdings Ltd.,Transportation,Marine Transportation,NYSE
NNA,Navios Maritime Acquisition Corporation,Transportation,Marine Transportation,NYSE
NM,Navios Maritime Holdings Inc.,Transportation,Marine Transportation,NYSE
NM^G,Navios Maritime Holdings Inc.,null,null,NYSE
NM^H,Navios Maritime Holdings Inc.,null,null,NYSE
NAP,Navios Maritime Midstream Partners LP,null,null,NYSE
NMM,Navios Maritime Partners LP,Transportation,Marine Transportation,NYSE
NAV,Navistar International Corporation,Capital Goods,Auto Manufacturing,NYSE
NAV^D,Navistar International Corporation,Capital Goods,Auto Manufacturing,NYSE
NCS,"NCI Building Systems, Inc.",Capital Goods,Metal Fabrications,NYSE
NCR,NCR Corporation,Miscellaneous,Office Equipment/Supplies/Services,NYSE
NP,"Neenah Paper, Inc.",Basic Industries,Paper,NYSE
NEFF,Neff Corporation,Technology,Diversified Commercial Services,NYSE
NNI,"Nelnet, Inc.",Finance,Finance: Consumer Services,NYSE
NPTN,NeoPhotonics Corporation,Technology,Semiconductors,NYSE
N,Netsuite Inc,Technology,Computer Software: Prepackaged Software,NYSE
NSR,"Neustar, Inc.",Consumer Services,Telecommunications Equipment,NYSE
NVRO,Nevro Corp.,Health Care,Medical/Dental Instruments,NYSE
HYB,"New America High Income Fund, Inc. (The)",null,null,NYSE
GF,"New Germany Fund, Inc. (The)",null,null,NYSE
NWHM,New Home Company Inc. (The),Capital Goods,Homebuilding,NYSE
IRL,"New Ireland Fund, Inc. (The)",null,null,NYSE
NEWM,New Media Investment Group Inc.,Consumer Services,Newspapers/Magazines,NYSE
NMFC,New Mountain Finance Corporation,null,null,NYSE
EDU,"New Oriental Education & Technology Group, Inc.",Consumer Services,Other Consumer Services,NYSE
NEWR,"New Relic, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
NRZ,New Residential Investment Corp.,Consumer Services,Real Estate Investment Trusts,NYSE
SNR,New Senior Investment Group Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
NWY,"New York & Company, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
NYCB,"New York Community Bancorp, Inc.",Finance,Banks,NYSE
NYCB^U,"New York Community Bancorp, Inc.",null,null,NYSE
NYRT,"New York REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
NYT,New York Times Company (The),Consumer Services,Newspapers/Magazines,NYSE
NCT,Newcastle Investment Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
NCT^B,Newcastle Investment Corporation,null,null,NYSE
NCT^C,Newcastle Investment Corporation,null,null,NYSE
NCT^D,Newcastle Investment Corporation,null,null,NYSE
NWL,Newell Brands Inc.,Consumer Non-Durables,Plastic Products,NYSE
NFX,Newfield Exploration Company,Energy,Oil & Gas Production,NYSE
NJR,NewJersey Resources Corporation,Public Utilities,Oil/Gas Transmission,NYSE
NEU,NewMarket Corporation,Basic Industries,Major Chemicals,NYSE
NEM,Newmont Mining Corporation,Basic Industries,Precious Metals,NYSE
NR,"Newpark Resources, Inc.",Energy,Metal Fabrications,NYSE
NHF,NexPoint Credit Stategies Fund,null,null,NYSE
NXRT,"NexPoint Residential Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
NEP,"NextEra Energy Partners, LP",Public Utilities,Electric Utilities: Central,NYSE
NEE,"NextEra Energy, Inc.",Public Utilities,Electric Utilities: Central,NYSE
NEE^C,"NextEra Energy, Inc.",null,null,NYSE
NEE^G,"NextEra Energy, Inc.",null,null,NYSE
NEE^H,"NextEra Energy, Inc.",null,null,NYSE
NEE^I,"NextEra Energy, Inc.",null,null,NYSE
NEE^J,"NextEra Energy, Inc.",null,null,NYSE
NEE^K,"NextEra Energy, Inc.",null,null,NYSE
NEE^P,"NextEra Energy, Inc.",null,null,NYSE
NEE^Q,"NextEra Energy, Inc.",null,null,NYSE
NGL,NGL ENERGY PARTNERS LP,Energy,Oil Refining/Marketing,NYSE
NMK^B,"Niagara Mohawk Holdings, Inc.",Public Utilities,Power Generation,NYSE
NMK^C,"Niagara Mohawk Holdings, Inc.",Public Utilities,Power Generation,NYSE
NLSN,Nielsen N.V.,Miscellaneous,Business Services,NYSE
NKE,"Nike, Inc.",Consumer Non-Durables,Shoe Manufacturing,NYSE
NMBL,"Nimble Storage, Inc.",Technology,Electronic Components,NYSE
NTT,Nippon Telegraph and Telephone Corporation,Public Utilities,Telecommunications Equipment,NYSE
NI,"NiSource, Inc",Public Utilities,Power Generation,NYSE
NL,"NL Industries, Inc.",Basic Industries,Major Chemicals,NYSE
NOAH,Noah Holdings Ltd.,Finance,Investment Managers,NYSE
NE,Noble Corporation,Energy,Oil & Gas Production,NYSE
NBL,Noble Energy Inc.,Energy,Oil & Gas Production,NYSE
NOK,Nokia Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,NYSE
NOMD,Nomad Foods Limited,Consumer Non-Durables,Packaged Foods,NYSE
NMR,Nomura Holdings Inc ADR,Finance,Investment Bankers/Brokers/Service,NYSE
OSB,Norbord Inc.,Basic Industries,Forest Products,NYSE
NORD,"Nord Anglia Education, Inc.",Consumer Services,Other Consumer Services,NYSE
NAO,Nordic American Offshore Ltd,Transportation,Marine Transportation,NYSE
NAT,Nordic American Tankers Limited,Consumer Services,Marine Transportation,NYSE
JWN,"Nordstrom, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
NSC,Norfolk Souther Corporation,Transportation,Railroads,NYSE
NTL,Nortel Inversora SA,Public Utilities,Telecommunications Equipment,NYSE
NOA,"North American Energy Partners, Inc.",Energy,Oilfield Services/Equipment,NYSE
NADL,North Atlantic Drilling Ltd.,Energy,Oil & Gas Production,NYSE
NRT,North European Oil Royality Trust,Energy,Oil & Gas Production,NYSE
NOC,Northrop Grumman Corporation,Capital Goods,Industrial Machinery/Components,NYSE
NSAM,"NorthStar Asset Management Group, Inc.",Finance,Real Estate,NYSE
NRE,NorthStar Realty Europe Corp.,Consumer Services,Real Estate Investment Trusts,NYSE
NRF,Northstar Realty Finance Corp.,Consumer Services,Real Estate Investment Trusts,NYSE
NRF^A,Northstar Realty Finance Corp.,null,null,NYSE
NRF^B,Northstar Realty Finance Corp.,null,null,NYSE
NRF^C,Northstar Realty Finance Corp.,null,null,NYSE
NRF^D,Northstar Realty Finance Corp.,null,null,NYSE
NRF^E,Northstar Realty Finance Corp.,null,null,NYSE
NWN,Northwest Natural Gas Company,Public Utilities,Oil/Gas Transmission,NYSE
NWE,NorthWestern Corporation,Public Utilities,Power Generation,NYSE
NVS,Novartis AG,Health Care,Major Pharmaceuticals,NYSE
NVO,Novo Nordisk A/S,Health Care,Major Pharmaceuticals,NYSE
DNOW,NOW Inc.,Energy,Metal Fabrications,NYSE
NQ,NQ Mobile Inc.,Technology,Computer Software: Prepackaged Software,NYSE
NRG,"NRG Energy, Inc.",Public Utilities,Electric Utilities: Central,NYSE
NYLD,"NRG Yield, Inc.",Public Utilities,Electric Utilities: Central,NYSE
NYLD.A,"NRG Yield, Inc.",null,null,NYSE
DCM,"NTT DOCOMO, Inc",Technology,Radio And Television Broadcasting And Communications Equipment,NYSE
NUS,"Nu Skin Enterprises, Inc.",Health Care,Other Pharmaceuticals,NYSE
NUE,Nucor Corporation,Basic Industries,Steel/Iron Ore,NYSE
NS,Nustar Energy L.P.,Energy,Natural Gas Distribution,NYSE
NSH,"Nustar GP Holdings, LLC",Energy,Natural Gas Distribution,NYSE
NSS,"NuStar Logistics, L.P.",Energy,Natural Gas Distribution,NYSE
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,null,null,NYSE
NEA,Nuveen AMT-Free Municipal Income Fund,null,null,NYSE
NUV,Nuveen AMT-Free Municipal Value Fund,null,null,NYSE
NUW,Nuveen AMT-Free Municipal Value Fund,null,null,NYSE
NAZ,Nuveen Arizona Premium Income Municipal Fund,null,null,NYSE
NBB,Nuveen Build America Bond Fund,null,null,NYSE
NBD,Nuveen Build America Bond Opportunity Fund,null,null,NYSE
NKX,Nuveen California AMT-Free Municipal Income Fund,null,null,NYSE
NAC,Nuveen California Dividend Advantage Municipal Fund,null,null,NYSE
NCA,"Nuveen California Municipal Value Fund, Inc.",null,null,NYSE
NTC,Nuveen Connecticut Premium Income Municipal Fund,null,null,NYSE
JCE,Nuveen Core Equity Alpha Fund,null,null,NYSE
JQC,Nuveen Credit Strategies Income Fund,null,null,NYSE
JDD,Nuveen Diversified Dividend and Income Fund,null,null,NYSE
NAD,Nuveen Dividend Advantage Municipal Fund,null,null,NYSE
NVG,Nuveen Dividend Advantage Municipal Income Fund,null,null,NYSE
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,null,null,NYSE
JMF,Nuveen Energy MLP Total Return Fund,null,null,NYSE
NZF,Nuveen Enhanced Municipal Credit Opportunities Fun,null,null,NYSE
NEV,Nuveen Enhanced Municipal Value Fund,null,null,NYSE
JPW,Nuveen Flexible Investment Income Fund,null,null,NYSE
JFR,Nuveen Floating Rate Income Fund,null,null,NYSE
JRO,Nuveen Floating Rate Income Opportuntiy Fund,null,null,NYSE
NKG,Nuveen Georgia Dividend Advantage Municipal Fund 2,null,null,NYSE
JGV,Nuveen Global Equity Income Fund ,null,null,NYSE
JGH,Nuveen Global High Income Fund,null,null,NYSE
JHA,Nuveen High Income 2020 Target Term Fund,null,null,NYSE
JHY,Nuveen High Income 2020 Target Term Fund,null,null,NYSE
JHD,Nuveen High Income December 2019 Target Term Fund,null,null,NYSE
JHB,Nuveen High Income November 2021 Target Term Fund,null,null,NYSE
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,null,null,NYSE
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,null,null,NYSE
NID,Nuveen Intermediate Duration Municipal Term Fund,null,null,NYSE
NQM,"Nuveen Investment Quality Municipal Fund, Inc.",null,null,NYSE
NMY,Nuveen Maryland Premium Income Municipal Fund,null,null,NYSE
NMT,Nuveen Massachusetts Premium Income Municipal Fund,null,null,NYSE
NUM,Nuveen Michigan Quality Income Municipal Fund,null,null,NYSE
NMS,Nuveen Minnesota Municipal Income Fund,null,null,NYSE
JLS,Nuveen Mortgage Opportunity Term Fund,null,null,NYSE
JMM,Nuveen Multi-Market Income Fund,null,null,NYSE
NHA,Nuveen Municipal 2021 Target Term Fund,null,null,NYSE
NMI,"Nuveen Municipal Income Fund, Inc.",null,null,NYSE
NMO,"Nuveen Municipal Market Opportunity Fund, Inc.",null,null,NYSE
NXJ,Nuveen New Jersey Dividend Advantage Municipal Fund,null,null,NYSE
NRK,Nuveen New York AMT-Free Municipal Income Fund,null,null,NYSE
NAN,Nuveen New York Dividend Advantage Municipal Fund,null,null,NYSE
NNY,"Nuveen New York Municipal Value Fund, Inc.",null,null,NYSE
NNC,Nuveen North Carolina Premium Income Municipal Fund,null,null,NYSE
NUO,Nuveen Ohio Quality Income Municipal Fund,null,null,NYSE
NQP,"Nuveen Pennsylvania Investment Quality Municipal Fund, Inc.",null,null,NYSE
NPP,"Nuveen Performance Plus Municipal Fund, Inc.",null,null,NYSE
JPI,Nuveen Preferred and Income Term Fund,null,null,NYSE
JPC,Nuveen Preferred Income Opportunites Fund,null,null,NYSE
NPF,"Nuveen Premier Municipal Income Fund, Inc.",null,null,NYSE
NPM,"Nuveen Premium Income Municipal Fund II, Inc.",null,null,NYSE
NPI,"Nuveen Premium Income Municipal Fund, Inc.",null,null,NYSE
JPS,Nuveen Quality Preferred Income Fund 2,null,null,NYSE
JRI,Nuveen Real Asset Income and Growth Fund,null,null,NYSE
BXMX,Nuveen S&P 500 Buy-Write Income Fund,null,null,NYSE
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,null,null,NYSE
NIM,Nuveen Select Maturities Municipal Fund,null,null,NYSE
NQS,"Nuveen Select Quality Municipal Fund, Inc.",null,null,NYSE
NXP,Nuveen Select Tax Free Income Portfolio,null,null,NYSE
NXQ,Nuveen Select Tax Free Income Portfolio II,null,null,NYSE
NXR,Nuveen Select Tax Free Income Portfolio III,null,null,NYSE
NSL,Nuveen Senior Income Fund,null,null,NYSE
JSD,Nuveen Short Duration Credit Opportunities Fund,null,null,NYSE
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,null,null,NYSE
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,null,null,NYSE
NTX,Nuveen Texas Quality Income Municipal Fund,null,null,NYSE
NPV,Nuveen Virginia Premium Income Municipal Fund,null,null,NYSE
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,null,null,NYSE
JMT,Nuven Mortgage Opportunity Term Fund 2,null,null,NYSE
NVR,"NVR, Inc.",Capital Goods,Homebuilding,NYSE
OAK,"Oaktree Capital Group, LLC",Finance,Investment Managers,NYSE
OAS,Oasis Petroleum Inc.,Energy,Oil & Gas Production,NYSE
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas Production,NYSE
OII,"Oceaneering International, Inc.",Energy,Oilfield Services/Equipment,NYSE
OZM,Och-Ziff Capital Management Group LLC,Finance,Investment Managers,NYSE
OCIP,OCI Partners LP,Basic Industries,Major Chemicals,NYSE
OCN,Ocwen Financial Corporation,Finance,Finance: Consumer Services,NYSE
OFG,OFG Bancorp,Finance,Major Banks,NYSE
OFG^A,OFG Bancorp,Finance,Major Banks,NYSE
OFG^B,OFG Bancorp,null,null,NYSE
OFG^D,OFG Bancorp,null,null,NYSE
OGE,OGE Energy Corporation,Public Utilities,Electric Utilities: Central,NYSE
OIBR.C,Oi S.A.,null,null,NYSE
OIS,"Oil States International, Inc.",Energy,Metal Fabrications,NYSE
ODC,Oil-Dri Corporation Of America,Consumer Durables,Miscellaneous manufacturing industries,NYSE
ORI,Old Republic International Corporation,Finance,Property-Casualty Insurers,NYSE
OLN,Olin Corporation,Basic Industries,Major Chemicals,NYSE
OMAA,OM Asset Management plc,Finance,Investment Managers,NYSE
OMAM,OM Asset Management plc,Finance,Investment Managers,NYSE
OHI,"Omega Healthcare Investors, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
OME,Omega Protein Corporation,Consumer Non-Durables,Packaged Foods,NYSE
OMC,Omnicom Group Inc.,Technology,Advertising,NYSE
OMN,OMNOVA Solutions Inc.,Basic Industries,Specialty Chemicals,NYSE
ASGN,"On Assignment, Inc.",Technology,Professional Services,NYSE
ONDK,"On Deck Capital, Inc.",Finance,Finance: Consumer Services,NYSE
OGS,"ONE Gas, Inc.",Public Utilities,Oil/Gas Transmission,NYSE
OLP,"One Liberty Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
OB,"OneBeacon Insurance Group, Ltd.",Finance,Property-Casualty Insurers,NYSE
OMF,"OneMain Holdings, Inc.",Finance,Finance: Consumer Services,NYSE
OKS,"ONEOK Partners, L.P.",Public Utilities,Natural Gas Distribution,NYSE
OKE,"ONEOK, Inc.",Public Utilities,Oil & Gas Production,NYSE
OOMA,"Ooma, Inc.",Technology,EDP Services,NYSE
OPY,"Oppenheimer Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,NYSE
ORCL,Oracle Corporation,Technology,Computer Software: Prepackaged Software,NYSE
ORAN,Orange,Public Utilities,Telecommunications Equipment,NYSE
OA,"Orbital ATK, Inc.",Capital Goods,Military/Government/Technical,NYSE
ORC,"Orchid Island Capital, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
OEC,Orion Engineered Carbons S.A,Basic Industries,Major Chemicals,NYSE
ORN,"Orion Group Holdings, Inc.",Basic Industries,Military/Government/Technical,NYSE
IX,Orix Corp Ads,Finance,Diversified Financial Services,NYSE
ORA,"Ormat Technologies, Inc.",Public Utilities,Electric Utilities: Central,NYSE
OSK,Oshkosh Corporation,Capital Goods,Auto Manufacturing,NYSE
OR,Osisko Gold Royalties Ltd,Basic Industries,Precious Metals,NYSE
OUT,OUTFRONT Media Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
OSG,"Overseas Shipholding Group, Inc.",Transportation,Marine Transportation,NYSE
OMI,"Owens & Minor, Inc.",Health Care,Medical Specialities,NYSE
OC,Owens Corning Inc,Capital Goods,Industrial Machinery/Components,NYSE
OI,"Owens-Illinois, Inc.",Consumer Durables,Containers/Packaging,NYSE
OXM,"Oxford Industries, Inc.",Consumer Non-Durables,Apparel,NYSE
PAI,"Pacific American Income Shares, Inc.",null,null,NYSE
ROYT,Pacific Coast Oil Trust,Energy,Oil & Gas Production,NYSE
PACD,Pacific Drilling S.A.,Energy,Oil & Gas Production,NYSE
PCG,Pacific Gas & Electric Co.,Public Utilities,Power Generation,NYSE
PKG,Packaging Corporation of America,Consumer Durables,Containers/Packaging,NYSE
PANW,"Palo Alto Networks, Inc.",Technology,Computer peripheral equipment,NYSE
PAM,Pampa Energia S.A.,Public Utilities,Electric Utilities: Central,NYSE
P,"Pandora Media, Inc.",Consumer Services,Broadcasting,NYSE
PHX,Panhandle Royalty Company,Energy,Oil & Gas Production,NYSE
PAR,PAR Technology Corporation,Miscellaneous,Office Equipment/Supplies/Services,NYSE
PGRE,"Paramount Group, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
PKE,Park Electrochemical Corporation,Technology,Electrical Products,NYSE
PKD,Parker Drilling Company,Energy,Oil & Gas Production,NYSE
PH,Parker-Hannifin Corporation,Capital Goods,Metal Fabrications,NYSE
PKY,"Parkway Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
PE,"Parsley Energy, Inc.",Energy,Oil & Gas Production,NYSE
PRE^D,PartnerRe Ltd.,null,null,NYSE
PRE^E,PartnerRe Ltd.,null,null,NYSE
PRE^F,PartnerRe Ltd.,null,null,NYSE
PRE^G,PartnerRe Ltd.,null,null,NYSE
PRE^H,PartnerRe Ltd.,null,null,NYSE
PRE^I,PartnerRe Ltd.,null,null,NYSE
PRTY,Party City Holdco Inc.,Consumer Services,Other Specialty Stores,NYSE
PTHN,Patheon N.V.,Health Care,Major Pharmaceuticals,NYSE
PN,"Patriot National, Inc.",Finance,Specialty Insurers,NYSE
PAYC,"Paycom Software, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
PBF,PBF Energy Inc.,Energy,Integrated oil Companies,NYSE
PBFX,PBF Logistics LP,Energy,Natural Gas Distribution,NYSE
PSO,"Pearson, Plc",Consumer Services,Books,NYSE
PEB,Pebblebrook Hotel Trust,Consumer Services,Real Estate Investment Trusts,NYSE
PEB^B.CL,Pebblebrook Hotel Trust,null,null,NYSE
PEB^C,Pebblebrook Hotel Trust,null,null,NYSE
PEB^D,Pebblebrook Hotel Trust,null,null,NYSE
PBA,Pembina Pipeline Corp.,Energy,Oil & Gas Production,NYSE
PGH,Pengrowth Energy Corporation,Energy,Oil & Gas Production,NYSE
PWE,Penn West Petroleum Ltd,Energy,Oil & Gas Production,NYSE
PNTA,PennantPark Investment Corporation,null,null,NYSE
PEI,Pennsylvania Real Estate Investment Trust,Consumer Services,Real Estate Investment Trusts,NYSE
PEI^A,Pennsylvania Real Estate Investment Trust,null,null,NYSE
PEI^B,Pennsylvania Real Estate Investment Trust,null,null,NYSE
PFSI,"PennyMac Financial Services, Inc.",Finance,Finance: Consumer Services,NYSE
PMT,PennyMac Mortgage Investment Trust,Consumer Services,Real Estate Investment Trusts,NYSE
PAG,"Penske Automotive Group, Inc.",Consumer Durables,Automotive Aftermarket,NYSE
PNR,Pentair plc.,Technology,Industrial Machinery/Components,NYSE
PEN,"Penumbra, Inc.",Health Care,Medical/Dental Instruments,NYSE
PEP,"Pepsico, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),NYSE
PFGC,Performance Food Group Company,Consumer Non-Durables,Food Distributors,NYSE
PSG,Performance Sports Group Ltd,Consumer Non-Durables,Recreational Products/Toys,NYSE
PKI,"PerkinElmer, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NYSE
PBT,Permian Basin Royalty Trust,Energy,Oil & Gas Production,NYSE
PRGO,Perrigo Company,Health Care,Major Pharmaceuticals,NYSE
PZE,Petrobras Argentina S.A.,Energy,Oil & Gas Production,NYSE
PTR,PetroChina Company Limited,Energy,Oil & Gas Production,NYSE
PBR,Petroleo Brasileiro S.A.- Petrobras,Energy,Oil & Gas Production,NYSE
PBR.A,Petroleo Brasileiro S.A.- Petrobras,null,null,NYSE
PQ,Petroquest Energy Inc,Energy,Oil & Gas Production,NYSE
PFE,"Pfizer, Inc.",Health Care,Major Pharmaceuticals,NYSE
PMC,Pharmerica Corporation,Health Care,Medical/Nursing Services,NYSE
PHH,PHH Corp,Finance,Diversified Financial Services,NYSE
PM,Philip Morris International Inc,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
PHI,Philippine Long Distance Telephone Company,Public Utilities,Telecommunications Equipment,NYSE
PSX,Phillips 66,Energy,Integrated oil Companies,NYSE
PSXP,Phillips 66 Partners LP,Energy,Natural Gas Distribution,NYSE
FENG,Phoenix New Media Limited,Consumer Services,Broadcasting,NYSE
DOC,Physicians Realty Trust,Consumer Services,Real Estate Investment Trusts,NYSE
PNY,"Piedmont Natural Gas Company, Inc.",Public Utilities,Oil/Gas Transmission,NYSE
PDM,"Piedmont Office Realty Trust, Inc.",Consumer Services,Building operators,NYSE
PIR,"Pier 1 Imports, Inc.",Consumer Services,Home Furnishings,NYSE
PCQ,PIMCO California Municipal Income Fund,null,null,NYSE
PCK,Pimco California Municipal Income Fund II,null,null,NYSE
