symbol,companyName,sector,industry,exchangeMarket
BHACR,Barington/Hilco Acquisition Corp.,Finance,Business Services,NASDAQ
BHACU,Barington/Hilco Acquisition Corp.,Finance,Business Services,NASDAQ
BHACW,Barington/Hilco Acquisition Corp.,Finance,Business Services,NASDAQ
BBSI,"Barrett Business Services, Inc.",Technology,Professional Services,NASDAQ
BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,Home Furnishings,NASDAQ
BYBK,"Bay Bancorp, Inc.",Finance,Major Banks,NASDAQ
BV,"Bazaarvoice, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
BCBP,"BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions,NASDAQ
BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials,NASDAQ
BSF,"Bear State Financial, Inc.",Finance,Major Banks,NASDAQ
BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting,NASDAQ
BEBE,"bebe stores, inc.",Consumer Non-Durables,Apparel,NASDAQ
BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings,NASDAQ
BGNE,"BeiGene, Ltd.",Health Care,Major Pharmaceuticals,NASDAQ
BELFA,Bel Fuse Inc.,Capital Goods,Electrical Products,NASDAQ
BELFB,Bel Fuse Inc.,Capital Goods,Electrical Products,NASDAQ
BLPH,"Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
BNCL,"Beneficial Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
BNTC,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals,NASDAQ
BNTCW,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals,NASDAQ
BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
BGFV,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores,NASDAQ
ORPN,Bio Blast Pharma Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
BASI,"Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
BIOC,"Biocept, Inc.",Health Care,Medical Specialities,NASDAQ
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BIOD,Biodel Inc.,Health Care,Major Pharmaceuticals,NASDAQ
BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
BLRX,BioLineRx Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,NASDAQ
BVXV,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BVXVW,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BPTH,"Bio-Path Holdings, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
BIOS,"BioScrip, Inc.",Health Care,Medical/Nursing Services,NASDAQ
BBC,BioShares Biotechnology Clinical Trials Fund,null,null,NASDAQ
BBP,BioShares Biotechnology Products Fund,null,null,NASDAQ
BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals,NASDAQ
BSTG,"Biostage, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
BSPM,"Biostar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BEAT,"BioTelemetry, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants,NASDAQ
BBOX,Black Box Corporation,Technology,Computer Communications Equipment,NASDAQ
BDE,"Black Diamond, Inc.",Consumer Non-Durables,Recreational Products/Toys,NASDAQ
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
BBRY,BlackBerry Limited,Public Utilities,Telecommunications Equipment,NASDAQ
HAWK,"Blackhawk Network Holdings, Inc.",Finance,Finance: Consumer Services,NASDAQ
BKCC,BlackRock Capital Investment Corporation,null,null,NASDAQ
ADRA,BLDRS Asia 50 ADR Index Fund,null,null,NASDAQ
ADRD,BLDRS Developed Markets 100 ADR Index Fund,null,null,NASDAQ
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,null,null,NASDAQ
ADRU,BLDRS Europe 100 ADR Index Fund,null,null,NASDAQ
BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants,NASDAQ
BCOR,"Blucora, Inc.",Technology,EDP Services,NASDAQ
BLBD,Blue Bird Corporation,Capital Goods,Constructionullg Equipment/Trucks,NASDAQ
BUFF,"Blue Buffalo Pet Products, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
BHBK,"Blue Hills Bancorp, Inc.",Finance,Major Banks,NASDAQ
NILE,"Blue Nile, Inc.",Consumer Services,Consumer Specialties,NASDAQ
BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution,NASDAQ
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution,NASDAQ
BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals,NASDAQ
ITEQ,BlueStar TA-BIGITech Israel Technology ETF,null,null,NASDAQ
BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials,NASDAQ
BNCN,BNC Bancorp,Finance,Major Banks,NASDAQ
BOBE,"Bob Evans Farms, Inc.",Consumer Services,Restaurants,NASDAQ
BOFI,"BofI Holding, Inc.",Finance,Savings Institutions,NASDAQ
BOFIL,"BofI Holding, Inc.",Finance,Savings Institutions,NASDAQ
WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment,NASDAQ
BOJA,"Bojangles&#39;, Inc.",Consumer Services,Restaurants,NASDAQ
BOKF,BOK Financial Corporation,Finance,Major Banks,NASDAQ
BOKFL,BOK Financial Corporation,Finance,Major Banks,NASDAQ
BNSO,"Bonso Electronics International, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,NASDAQ
BPFHP,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,NASDAQ
BPFHW,"Boston Private Financial Holdings, Inc.",Finance,Major Banks,NASDAQ
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
BLVD,Boulevard Acquisition Corp. II,Finance,Business Services,NASDAQ
BLVDU,Boulevard Acquisition Corp. II,Finance,Business Services,NASDAQ
BLVDW,Boulevard Acquisition Corp. II,Finance,Business Services,NASDAQ
BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
BBRG,"Bravo Brio Restaurant Group, Inc.",Consumer Services,Restaurants,NASDAQ
BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks,NASDAQ
BLIN          ,"Bridgeline Digital, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods,NASDAQ
BCOV,Brightcove Inc.,Technology,EDP Services,NASDAQ
AVGO,Broadcom Limited,Technology,Semiconductors,NASDAQ
BSFT,"BroadSoft, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
BYFC,Broadway Financial Corporation,Finance,Savings Institutions,NASDAQ
BWEN,"Broadwind Energy, Inc.",Capital Goods,Metal Fabrications,NASDAQ
BRCD,"Brocade Communications Systems, Inc.",Technology,Computer Communications Equipment,NASDAQ
BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components,NASDAQ
BRKR,Bruker Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks,NASDAQ
BLMT,"BSB Bancorp, Inc.",Finance,Major Banks,NASDAQ
BSQR,BSQUARE Corporation,Miscellaneous,Business Services,NASDAQ
BWLD,"Buffalo Wild Wings, Inc.",Consumer Services,Restaurants,NASDAQ
BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials,NASDAQ
BMLA,BullMark LatAm Select Leaders ETF,null,null,NASDAQ
BUR,Burcon Nutrascience Corp,Consumer Non-Durables,Packaged Foods,NASDAQ
CFFI,C&F Financial Corporation,Finance,Major Banks,NASDAQ
CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,NASDAQ
CA,CA Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors,NASDAQ
CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
CDZI,"Cadiz, Inc.",Public Utilities,Water Supply,NASDAQ
CACQ,Caesars Acquisition Company,Consumer Services,Hotels/Resorts,NASDAQ
CZR,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts,NASDAQ
CSTE,Caesarstone Ltd.,Capital Goods,Building Materials,NASDAQ
PRSS,CafePress Inc.,Consumer Services,Other Specialty Stores,NASDAQ
CLBS,"Caladrius Biosciences, Inc.",Health Care,Hospital/Nursing Management,NASDAQ
CLMS,"Calamos Asset Management, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
CHY,Calamos Convertible and High Income Fund,null,null,NASDAQ
CHI,Calamos Convertible Opportunities and Income Fund,null,null,NASDAQ
CCD,Calamos Dynamic Convertible & Income Fund,null,null,NASDAQ
CHW,Calamos Global Dynamic Income Fund,null,null,NASDAQ
CGO,Calamos Global Total Return Fund,null,null,NASDAQ
CSQ,Calamos Strategic Total Return Fund,null,null,NASDAQ
CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
CFNB,California First National Bancorp,Finance,Major Banks,NASDAQ
CALA,"Calithera Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CALD,"Callidus Software, Inc.",Technology,EDP Services,NASDAQ
CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Integrated oil Companies,NASDAQ
ABCD,"Cambium Learning Group, Inc.",Consumer Services,Publishing,NASDAQ
CAC,Camden National Corporation,Finance,Major Banks,NASDAQ
CAMT,Camtek Ltd.,Capital Goods,Electronic Components,NASDAQ
CSIQ,Canadian Solar Inc.,Technology,Semiconductors,NASDAQ
CGIX,"Cancer Genetics, Inc.",Health Care,Medical Specialities,NASDAQ
CPHC,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
CPLA,Capella Education Company,Consumer Services,Other Consumer Services,NASDAQ
CBF,Capital Bank Financial Corp.,Finance,Major Banks,NASDAQ
CCBG,Capital City Bank Group,Finance,Major Banks,NASDAQ
CPLP,Capital Product Partners L.P.,Transportation,Marine Transportation,NASDAQ
CSWC,Capital Southwest Corporation,null,null,NASDAQ
CPTA,Capitala Finance Corp.,null,null,NASDAQ
CLAC,Capitol Acquisition Corp. III,Finance,Business Services,NASDAQ
CLACU,Capitol Acquisition Corp. III,Finance,Business Services,NASDAQ
CLACW,Capitol Acquisition Corp. III,Finance,Business Services,NASDAQ
CFFN,"Capitol Federal Financial, Inc.",Finance,Savings Institutions,NASDAQ
CAPN,"Capnia, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
CAPNW,"Capnia, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
CAPR,"Capricor Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CPST,Capstone Turbine Corporation,Energy,Industrial Machinery/Components,NASDAQ
CARA,"Cara Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CARB,"Carbonite, Inc.",Technology,EDP Services,NASDAQ
CBYL,"Carbylan Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CCN,CardConnect Corp.,Finance,Business Services,NASDAQ
CCNWW,CardConnect Corp.,Finance,Business Services,NASDAQ
CFNL,Cardinal Financial Corporation,Finance,Major Banks,NASDAQ
CRME,Cardiome Pharma Corporation,Health Care,Major Pharmaceuticals,NASDAQ
CSII,"Cardiovascular Systems, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
CATM,Cardtronics plc,Miscellaneous,Business Services,NASDAQ
CDNA,"CareDx, Inc.",Health Care,Medical Specialities,NASDAQ
CECO,Career Education Corporation,Consumer Services,Other Consumer Services,NASDAQ
CTRE,"CareTrust REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
CKEC,"Carmike Cinemas, Inc.",Consumer Services,Movies/Entertainment,NASDAQ
CLBH,Carolina Bank Holdings Inc.,Finance,Major Banks,NASDAQ
CARO,Carolina Financial Corporation,Finance,Major Banks,NASDAQ
CART,"Carolina Trust BancShares, Inc.",Finance,Major Banks,NASDAQ
CRZO,"Carrizo Oil & Gas, Inc.",Energy,Oil & Gas Production,NASDAQ
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants,NASDAQ
CRTN,"Cartesian, Inc.",Consumer Services,Professional Services,NASDAQ
CARV,"Carver Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
CASM,"CAS Medical Systems, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
CACB,Cascade Bancorp,Finance,Major Banks,NASDAQ
CASC,"Cascadian Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
CWST,"Casella Waste Systems, Inc.",Public Utilities,Environmental Services,NASDAQ
CASY,"Caseys General Stores, Inc.",Consumer Durables,Automotive Aftermarket,NASDAQ
CASI,"CASI Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CASS,"Cass Information Systems, Inc",Miscellaneous,Business Services,NASDAQ
CATB,"Catabasis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CBIO,"Catalyst Biosciences, Inc. ",Health Care,Major Pharmaceuticals,NASDAQ
CPRX,"Catalyst Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CATY,Cathay General Bancorp,Finance,Major Banks,NASDAQ
CATYW,Cathay General Bancorp,Finance,Major Banks,NASDAQ
CVCO,"Cavco Industries, Inc.",Basic Industries,Homebuilding,NASDAQ
CAVM,"Cavium, Inc.",Technology,Semiconductors,NASDAQ
CBFV,"CB Financial Services, Inc.",Finance,Major Banks,NASDAQ
CBOE,"CBOE Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
CDK,"CDK Global, Inc.",Miscellaneous,Business Services,NASDAQ
CDW,CDW Corporation,Consumer Services,Catalog/Specialty Distribution,NASDAQ
CECE,CECO Environmental Corp.,Capital Goods,Pollution Control Equipment,NASDAQ
CELG,Celgene Corporation,Health Care,Major Pharmaceuticals,NASDAQ
CELGZ,Celgene Corporation,Health Care,Major Pharmaceuticals,NASDAQ
CLDX,"Celldex Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
APOP,Cellect Biotechnology Ltd.,null,null,NASDAQ
APOPW,Cellect Biotechnology Ltd.,null,null,NASDAQ
CLRB,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CLRBW,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CLRBZ,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CLLS,Cellectis S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CBMG,"Cellular Biomedicine Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CLSN,Celsion Corporation,Health Care,Major Pharmaceuticals,NASDAQ
CYAD,Celyad SA,Health Care,Major Pharmaceuticals,NASDAQ
CEMP,"Cempra, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CETX,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ
CSFL,"CenterState Banks, Inc.",Finance,Major Banks,NASDAQ
CETV,Central European Media Enterprises Ltd.,Consumer Services,Broadcasting,NASDAQ
CFBK,Central Federal Corporation,Finance,Savings Institutions,NASDAQ
CENT,Central Garden & Pet Company,Consumer Durables,Consumer Specialties,NASDAQ
CENTA,Central Garden & Pet Company,Consumer Durables,Consumer Specialties,NASDAQ
CVCY,Central Valley Community Bancorp,Finance,Major Banks,NASDAQ
CFCB,Centrue Financial Corporation,Finance,Major Banks,NASDAQ
CENX,Century Aluminum Company,Basic Industries,Aluminum,NASDAQ
CNBKA,"Century Bancorp, Inc.",Finance,Major Banks,NASDAQ
CNTY,"Century Casinos, Inc.",Consumer Services,Hotels/Resorts,NASDAQ
CPHD,CEPHEID,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
CERC,Cerecor Inc.,Health Care,Major Pharmaceuticals,NASDAQ
CERCW,Cerecor Inc.,Health Care,Major Pharmaceuticals,NASDAQ
CERCZ,Cerecor Inc.,Health Care,Major Pharmaceuticals,NASDAQ
CERN,Cerner Corporation,Technology,EDP Services,NASDAQ
CERU,Cerulean Pharma Inc.,Health Care,Major Pharmaceuticals,NASDAQ
CERS,Cerus Corporation,Health Care,Medical/Dental Instruments,NASDAQ
KOOL,Cesca Therapeutics Inc.,Capital Goods,Medical Specialities,NASDAQ
CEVA,"CEVA, Inc.",Technology,Semiconductors,NASDAQ
CFCO,CF Corporation,Finance,Business Services,NASDAQ
CFCOU,CF Corporation,Finance,Business Services,NASDAQ
CFCOW,CF Corporation,Finance,Business Services,NASDAQ
CSBR,"Champions Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software,NASDAQ
HOTR,"Chanticleer Holdings, Inc.",Consumer Services,Restaurants,NASDAQ
HOTRW,"Chanticleer Holdings, Inc.",Consumer Services,Restaurants,NASDAQ
CTHR,Charles & Colvard Ltd,Consumer Durables,Consumer Specialties,NASDAQ
GTLS,"Chart Industries, Inc.",Capital Goods,Metal Fabrications,NASDAQ
CHTR,"Charter Communications, Inc.",Consumer Services,Television Services,NASDAQ
CHFN,Charter Financial Corp.,Finance,Savings Institutions,NASDAQ
CHKP,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,NASDAQ
CHEK,Check-Cap Ltd.,Health Care,Medical Electronics,NASDAQ
CHEKW,Check-Cap Ltd.,Health Care,Medical Electronics,NASDAQ
CEMI,"Chembio Diagnostics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CHFC,Chemical Financial Corporation,Finance,Major Banks,NASDAQ
CCXI,"ChemoCentryx, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CHMG,Chemung Financial Corp,Finance,Major Banks,NASDAQ
CHKE,Cherokee Inc.,Consumer Non-Durables,Apparel,NASDAQ
CHMA,"Chiasma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CBNK,"Chicopee Bancorp, Inc.",Finance,Banks,NASDAQ
PLCE,"Children&#39;s Place, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
CMRX,"Chimerix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
CADC,"China Advanced Construction Materials Group, Inc.",Basic Industries,Engineering & Construction,NASDAQ
CALI,China Auto Logistics Inc.,Consumer Services,Motor Vehicles,NASDAQ
CAAS,"China Automotive Systems, Inc.",Capital Goods,Auto Parts:O.E.M.,NASDAQ
CBAK,"China BAK Battery, Inc.",Miscellaneous,Industrial Machinery/Components,NASDAQ
CBPO,"China Biologic Products, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CCCL,"China Ceramics Co., Ltd.",Capital Goods,Building Materials,NASDAQ
CCCR,"China Commercial Credit, Inc.",Finance,Major Banks,NASDAQ
CCRC,"China Customer Relations Centers, Inc.",Miscellaneous,Business Services,NASDAQ
JRJC,China Finance Online Co. Limited,Finance,Investment Bankers/Brokers/Service,NASDAQ
HGSH,"China HGS Real Estate, Inc.",Finance,Real Estate,NASDAQ
CNIT,"China Information Technology, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
CJJD,"China Jo-Jo Drugstores, Inc.",Consumer Durables,Specialty Chemicals,NASDAQ
CLDC,China Lending Corporation,Finance,Diversified Financial Services,NASDAQ
CLDCW,China Lending Corporation,Finance,Diversified Financial Services,NASDAQ
HTHT,"China Lodging Group, Limited",Consumer Services,Hotels/Resorts,NASDAQ
CHNR,"China Natural Resources, Inc.",Basic Industries,Precious Metals,NASDAQ
CREG,China Recycling Energy Corporation,Miscellaneous,Business Services,NASDAQ
CNTF,China TechFaith Wireless Communication Technology Limited,null,null,NASDAQ
CXDC,China XD Plastics Company Limited,Capital Goods,Containers/Packaging,NASDAQ
CCIH,ChinaCache International Holdings Ltd.,Technology,EDP Services,NASDAQ
CNET,"ChinaNet Online Holdings, Inc.",Technology,Advertising,NASDAQ
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,Technology,Semiconductors,NASDAQ
CDXC,ChromaDex Corporation,Consumer Durables,Specialty Chemicals,NASDAQ
CHSCL,CHS Inc,Consumer Services,Farming/Seeds/Milling,NASDAQ
CHSCM,CHS Inc,Consumer Services,Farming/Seeds/Milling,NASDAQ
CHSCN,CHS Inc,Consumer Services,Farming/Seeds/Milling,NASDAQ
CHSCO,CHS Inc,Consumer Services,Farming/Seeds/Milling,NASDAQ
